    48.32779       -122.7007    
    48.32801       -122.6827    
    48.32821       -122.6647    
    48.32842       -122.6466    
    48.32862       -122.6286    
    48.32883       -122.6106    
    48.32903       -122.5925    
    48.32922       -122.5745    
    48.32941       -122.5565    
    48.32961       -122.5384    
    48.32979       -122.5204    
    48.32998       -122.5024    
    48.33015       -122.4843    
    48.33034       -122.4663    
    48.33051       -122.4483    
    48.33069       -122.4302    
    48.33086       -122.4122    
    48.33102       -122.3942    
    48.33119       -122.3761    
    48.33135       -122.3581    
    48.33151       -122.3401    
    48.33167       -122.3220    
    48.33182       -122.3040    
    48.33197       -122.2859    
    48.33212       -122.2679    
    48.33226       -122.2499    
    48.33241       -122.2318    
    48.33254       -122.2138    
    48.33268       -122.1958    
    48.33281       -122.1778    
    48.33295       -122.1597    
    48.33307       -122.1417    
    48.33319       -122.1237    
    48.33332       -122.1056    
    48.33344       -122.0876    
    48.33356       -122.0695    
    48.33367       -122.0515    
    48.33378       -122.0335    
    48.33389       -122.0154    
    48.33400       -121.9974    
    48.33410       -121.9794    
    48.33420       -121.9613    
    48.33430       -121.9433    
    48.33439       -121.9253    
    48.33448       -121.9072    
    48.33457       -121.8892    
    48.33466       -121.8712    
    48.33474       -121.8531    
    48.33482       -121.8351    
    48.33490       -121.8170    
    48.33497       -121.7990    

    48.33978       -122.7010    
    48.33999       -122.6830    
    48.34020       -122.6650    
    48.34040       -122.6469    
    48.34061       -122.6289    
    48.34081       -122.6109    
    48.34101       -122.5928    
    48.34121       -122.5748    
    48.34140       -122.5568    
    48.34159       -122.5387    
    48.34177       -122.5207    
    48.34196       -122.5027    
    48.34214       -122.4846    
    48.34232       -122.4666    
    48.34250       -122.4485    
    48.34267       -122.4305    
    48.34284       -122.4124    
    48.34301       -122.3944    
    48.34317       -122.3764    
    48.34333       -122.3583    
    48.34350       -122.3403    
    48.34365       -122.3223    
    48.34380       -122.3042    
    48.34396       -122.2862    
    48.34410       -122.2682    
    48.34425       -122.2501    
    48.34439       -122.2321    
    48.34453       -122.2140    
    48.34467       -122.1960    
    48.34480       -122.1779    
    48.34493       -122.1599    
    48.34506       -122.1419    
    48.34518       -122.1238    
    48.34531       -122.1058    
    48.34543       -122.0877    
    48.34554       -122.0697    
    48.34565       -122.0517    
    48.34577       -122.0336    
    48.34588       -122.0156    
    48.34598       -121.9976    
    48.34608       -121.9795    
    48.34619       -121.9615    
    48.34628       -121.9434    
    48.34638       -121.9254    
    48.34647       -121.9073    
    48.34655       -121.8893    
    48.34664       -121.8713    
    48.34673       -121.8532    
    48.34681       -121.8352    
    48.34688       -121.8171    
    48.34696       -121.7991    

    48.35177       -122.7014    
    48.35199       -122.6833    
    48.35220       -122.6653    
    48.35240       -122.6472    
    48.35260       -122.6292    
    48.35281       -122.6112    
    48.35301       -122.5931    
    48.35321       -122.5751    
    48.35340       -122.5570    
    48.35359       -122.5390    
    48.35378       -122.5210    
    48.35396       -122.5029    
    48.35414       -122.4849    
    48.35432       -122.4668    
    48.35450       -122.4488    
    48.35467       -122.4308    
    48.35484       -122.4127    
    48.35501       -122.3947    
    48.35517       -122.3766    
    48.35534       -122.3586    
    48.35549       -122.3405    
    48.35565       -122.3225    
    48.35580       -122.3044    
    48.35595       -122.2864    
    48.35610       -122.2684    
    48.35625       -122.2503    
    48.35638       -122.2323    
    48.35653       -122.2142    
    48.35666       -122.1962    
    48.35680       -122.1782    
    48.35693       -122.1601    
    48.35706       -122.1421    
    48.35719       -122.1240    
    48.35730       -122.1060    
    48.35743       -122.0879    
    48.35754       -122.0699    
    48.35765       -122.0518    
    48.35777       -122.0338    
    48.35788       -122.0157    
    48.35798       -121.9977    
    48.35809       -121.9797    
    48.35818       -121.9616    
    48.35828       -121.9436    
    48.35838       -121.9255    
    48.35847       -121.9075    
    48.35855       -121.8894    
    48.35864       -121.8714    
    48.35873       -121.8534    
    48.35881       -121.8353    
    48.35888       -121.8173    
    48.35896       -121.7992    

    48.36376       -122.7017    
    48.36397       -122.6837    
    48.36418       -122.6656    
    48.36439       -122.6476    
    48.36459       -122.6295    
    48.36479       -122.6115    
    48.36499       -122.5934    
    48.36519       -122.5754    
    48.36538       -122.5573    
    48.36557       -122.5393    
    48.36576       -122.5212    
    48.36594       -122.5032    
    48.36612       -122.4851    
    48.36630       -122.4671    
    48.36648       -122.4491    
    48.36665       -122.4310    
    48.36682       -122.4130    
    48.36699       -122.3949    
    48.36715       -122.3769    
    48.36732       -122.3588    
    48.36747       -122.3408    
    48.36763       -122.3227    
    48.36779       -122.3047    
    48.36794       -122.2866    
    48.36808       -122.2686    
    48.36823       -122.2505    
    48.36837       -122.2325    
    48.36852       -122.2144    
    48.36865       -122.1964    
    48.36879       -122.1783    
    48.36892       -122.1603    
    48.36904       -122.1422    
    48.36917       -122.1242    
    48.36929       -122.1062    
    48.36941       -122.0881    
    48.36953       -122.0701    
    48.36964       -122.0520    
    48.36975       -122.0340    
    48.36986       -122.0159    
    48.36997       -121.9979    
    48.37007       -121.9798    
    48.37017       -121.9618    
    48.37027       -121.9437    
    48.37036       -121.9257    
    48.37045       -121.9076    
    48.37054       -121.8896    
    48.37063       -121.8715    
    48.37071       -121.8535    
    48.37079       -121.8354    
    48.37086       -121.8174    
    48.37094       -121.7993    

    48.37575       -122.7020    
    48.37597       -122.6840    
    48.37617       -122.6659    
    48.37638       -122.6479    
    48.37659       -122.6298    
    48.37679       -122.6118    
    48.37699       -122.5937    
    48.37718       -122.5757    
    48.37737       -122.5576    
    48.37756       -122.5396    
    48.37775       -122.5215    
    48.37794       -122.5035    
    48.37812       -122.4854    
    48.37830       -122.4674    
    48.37848       -122.4493    
    48.37865       -122.4313    
    48.37882       -122.4132    
    48.37899       -122.3952    
    48.37915       -122.3771    
    48.37931       -122.3591    
    48.37947       -122.3410    
    48.37963       -122.3230    
    48.37978       -122.3049    
    48.37993       -122.2869    
    48.38008       -122.2688    
    48.38023       -122.2508    
    48.38037       -122.2327    
    48.38050       -122.2147    
    48.38065       -122.1966    
    48.38078       -122.1786    
    48.38091       -122.1605    
    48.38103       -122.1425    
    48.38116       -122.1244    
    48.38129       -122.1064    
    48.38140       -122.0883    
    48.38152       -122.0702    
    48.38163       -122.0522    
    48.38175       -122.0341    
    48.38186       -122.0161    
    48.38196       -121.9980    
    48.38206       -121.9800    
    48.38216       -121.9619    
    48.38226       -121.9439    
    48.38235       -121.9258    
    48.38244       -121.9077    
    48.38254       -121.8897    
    48.38262       -121.8716    
    48.38270       -121.8536    
    48.38279       -121.8355    
    48.38287       -121.8175    
    48.38294       -121.7994    

    48.38774       -122.7023    
    48.38795       -122.6843    
    48.38816       -122.6662    
    48.38837       -122.6482    
    48.38857       -122.6301    
    48.38877       -122.6121    
    48.38897       -122.5940    
    48.38917       -122.5760    
    48.38936       -122.5579    
    48.38955       -122.5399    
    48.38974       -122.5218    
    48.38992       -122.5038    
    48.39011       -122.4857    
    48.39029       -122.4677    
    48.39046       -122.4496    
    48.39064       -122.4315    
    48.39080       -122.4135    
    48.39097       -122.3954    
    48.39114       -122.3773    
    48.39130       -122.3593    
    48.39146       -122.3412    
    48.39161       -122.3232    
    48.39177       -122.3051    
    48.39192       -122.2871    
    48.39207       -122.2690    
    48.39222       -122.2510    
    48.39236       -122.2329    
    48.39250       -122.2149    
    48.39263       -122.1968    
    48.39277       -122.1787    
    48.39290       -122.1607    
    48.39302       -122.1426    
    48.39315       -122.1246    
    48.39327       -122.1065    
    48.39339       -122.0885    
    48.39351       -122.0704    
    48.39362       -122.0523    
    48.39373       -122.0343    
    48.39384       -122.0162    
    48.39395       -121.9982    
    48.39405       -121.9801    
    48.39415       -121.9621    
    48.39425       -121.9440    
    48.39434       -121.9260    
    48.39444       -121.9079    
    48.39452       -121.8898    
    48.39461       -121.8718    
    48.39470       -121.8537    
    48.39477       -121.8357    
    48.39485       -121.8176    
    48.39493       -121.7996    

    48.39973       -122.7027    
    48.39994       -122.6846    
    48.40015       -122.6665    
    48.40036       -122.6485    
    48.40057       -122.6304    
    48.40077       -122.6124    
    48.40097       -122.5943    
    48.40117       -122.5763    
    48.40136       -122.5582    
    48.40155       -122.5401    
    48.40174       -122.5221    
    48.40192       -122.5040    
    48.40210       -122.4860    
    48.40228       -122.4679    
    48.40245       -122.4499    
    48.40263       -122.4318    
    48.40280       -122.4137    
    48.40297       -122.3957    
    48.40313       -122.3776    
    48.40329       -122.3596    
    48.40345       -122.3415    
    48.40361       -122.3234    
    48.40376       -122.3054    
    48.40391       -122.2873    
    48.40406       -122.2693    
    48.40421       -122.2512    
    48.40435       -122.2331    
    48.40449       -122.2151    
    48.40462       -122.1970    
    48.40476       -122.1790    
    48.40489       -122.1609    
    48.40502       -122.1428    
    48.40514       -122.1248    
